date,student_id,check_in_time,class_start_time,weather_condition,unexpected_event,attendance_status
2025-08-12,N22DCCN134,06:05:21,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN135,05:59:46,07:00:00,Cloudy,Yes,OnTime
2025-08-12,N22DCCN136,06:24:03,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN137,06:13:42,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN138,06:20:23,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN139,06:35:24,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN140,05:57:34,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN141,06:31:00,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN142,06:16:05,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN143,06:08:47,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN144,06:10:40,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN145,06:19:28,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN146,06:34:50,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN147,06:21:50,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN148,06:08:30,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN149,06:43:27,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN150,06:36:30,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN151,05:46:07,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN152,06:22:08,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN153,06:24:53,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN154,,07:00:00,Cloudy,No,Absent
2025-08-12,N22DCCN155,06:10:54,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN156,06:43:14,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN157,06:42:30,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN158,,07:00:00,Cloudy,No,Absent
2025-08-12,N22DCCN159,05:59:02,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN160,06:01:48,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN161,06:50:47,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN162,06:05:36,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN163,,07:00:00,Cloudy,No,Absent
2025-08-12,N22DCCN164,06:11:56,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN165,05:41:37,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN166,06:52:32,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN167,05:53:35,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN168,06:03:38,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN169,06:22:25,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN170,06:00:40,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN171,06:21:23,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN172,06:53:49,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN173,05:55:11,07:00:00,Cloudy,Yes,OnTime
2025-08-12,N22DCCN174,06:29:19,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN175,06:44:43,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN176,05:42:03,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN177,06:23:23,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN178,06:27:16,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN179,06:12:06,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN180,06:46:17,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN181,05:27:32,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN182,06:01:27,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN183,05:57:17,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN184,,07:00:00,Cloudy,No,Absent
2025-08-12,N22DCCN185,06:48:59,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN186,06:10:19,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN187,06:36:57,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN188,05:37:24,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN189,06:31:45,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN190,06:44:53,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN191,06:10:51,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN192,06:25:18,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN193,06:51:05,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN194,05:57:12,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN195,06:49:55,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN196,06:40:05,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN197,05:15:04,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN198,,07:00:00,Cloudy,No,Absent
2025-08-12,N22DCCN199,05:50:07,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN200,06:01:50,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN201,05:41:06,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN202,06:07:52,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN203,05:46:08,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN204,05:51:52,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN205,06:45:59,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN206,06:22:52,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN207,06:37:12,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN208,05:53:25,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN209,05:59:36,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN210,06:17:44,07:00:00,Cloudy,Yes,OnTime
2025-08-12,N22DCCN211,06:19:06,07:00:00,Cloudy,Yes,OnTime
2025-08-12,N22DCCN212,06:05:27,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN213,06:00:32,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN214,06:10:44,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN215,06:22:00,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN216,06:54:11,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN217,06:01:29,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN218,05:59:06,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN219,06:08:26,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN220,06:32:51,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN221,06:15:59,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN222,06:55:21,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN223,06:00:29,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN224,05:57:17,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN225,06:36:47,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN226,06:23:29,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN227,06:34:56,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN228,05:58:00,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN229,06:33:08,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN230,06:08:47,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN231,06:31:58,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN232,06:47:43,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN233,06:14:55,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN234,05:45:46,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN235,06:17:05,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN236,05:45:46,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN237,06:27:40,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN238,05:56:56,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN239,05:22:07,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN240,06:19:43,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN241,06:37:47,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN242,05:42:06,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN243,06:19:23,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN244,05:49:19,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN245,06:13:51,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN246,06:26:53,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN247,06:43:58,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN248,,07:00:00,Cloudy,No,Absent
2025-08-12,N22DCCN249,05:51:41,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN250,06:31:08,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN251,05:58:29,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN252,06:06:00,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN253,06:05:42,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN254,06:27:33,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN255,05:50:38,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN256,05:39:15,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN257,06:22:07,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN258,06:11:32,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN259,05:33:02,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN260,05:51:28,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN261,05:53:45,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN262,06:04:07,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN263,06:14:09,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN264,05:36:57,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN265,06:30:38,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN266,05:51:44,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN267,06:05:47,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN268,06:20:07,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN269,06:48:30,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN270,05:41:59,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN271,06:21:07,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN272,05:40:27,07:00:00,Cloudy,Yes,OnTime
2025-08-12,N22DCCN273,05:56:03,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN274,05:46:06,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN275,05:28:30,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN276,05:54:02,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN277,,07:00:00,Cloudy,No,Absent
2025-08-12,N22DCCN278,07:05:35,07:00:00,Cloudy,No,Late
2025-08-12,N22DCCN279,06:35:42,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN280,,07:00:00,Cloudy,No,Absent
2025-08-12,N22DCCN281,06:56:52,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN282,06:27:56,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN283,06:29:44,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN284,05:41:07,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN285,06:09:20,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN286,06:15:18,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN287,06:34:33,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN288,06:41:51,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN289,05:53:15,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN290,,07:00:00,Cloudy,No,Absent
2025-08-12,N22DCCN291,06:03:43,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN292,06:00:10,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN293,06:43:43,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN294,,07:00:00,Cloudy,No,Absent
2025-08-12,N22DCCN295,05:49:29,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN296,06:48:09,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN297,06:13:12,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN298,06:25:56,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN299,06:12:35,07:00:00,Cloudy,No,OnTime
2025-08-12,N22DCCN300,06:24:15,07:00:00,Cloudy,Yes,OnTime
2025-08-15,N22DCCN001,11:59:14,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN002,12:50:36,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN003,12:24:52,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN004,11:51:49,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN005,11:54:29,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN006,12:48:02,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN007,,13:00:00,Sunny,No,Absent
2025-08-15,N22DCCN008,12:31:31,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN009,12:32:14,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN010,12:23:30,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN011,11:54:58,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN012,12:25:40,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN013,12:15:51,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN014,12:18:27,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN015,12:28:10,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN016,12:07:53,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN017,12:41:06,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN018,12:39:39,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN019,11:47:37,13:00:00,Sunny,Yes,OnTime
2025-08-15,N22DCCN020,12:07:05,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN021,12:20:18,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN022,13:01:28,13:00:00,Sunny,No,Late
2025-08-15,N22DCCN023,12:30:32,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN024,,13:00:00,Sunny,No,Absent
2025-08-15,N22DCCN025,12:46:49,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN026,12:10:10,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN027,12:38:50,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN028,11:26:36,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN029,12:19:31,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN030,11:52:54,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN031,11:59:51,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN032,11:55:19,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN033,12:16:58,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN034,12:33:46,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN035,13:04:58,13:00:00,Sunny,No,Late
2025-08-15,N22DCCN036,12:19:11,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN037,12:35:10,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN038,12:33:01,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN039,12:33:27,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN040,12:44:35,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN041,12:16:09,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN042,12:18:02,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN043,12:10:19,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN044,12:45:57,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN045,11:57:28,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN046,12:41:50,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN047,13:08:31,13:00:00,Sunny,No,Late
2025-08-15,N22DCCN048,11:53:10,13:00:00,Sunny,Yes,OnTime
2025-08-15,N22DCCN049,12:09:06,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN050,12:00:23,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN051,12:00:27,13:00:00,Sunny,No,OnTime
2025-08-15,N22DCCN052,12:26:00,13:00:00,Sunny,No,OnTime
